Driver,DriverNumber,LapNumber,LapTime,Stint,Compound,TyreLife,FreshTyre,Sector1Time,Sector2Time,Sector3Time,IsAccurate,PitOutTime,PitInTime,Round,EventName,LapTime_Seconds,Sector1Time_Seconds,Sector2Time_Seconds,Sector3Time_Seconds
NOR,1,1.0,0 days 00:01:36.458000,1.0,MEDIUM,1.0,True,,0 days 00:00:18.163000,0 days 00:00:38.796000,False,,,1,Australian Grand Prix,96.458,,18.163,38.796
NOR,1,2.0,0 days 00:01:27.344000,1.0,MEDIUM,2.0,True,0 days 00:00:31.074000,0 days 00:00:18.116000,0 days 00:00:38.154000,True,,,1,Australian Grand Prix,87.344,31.074,18.116,38.154
NOR,1,3.0,0 days 00:01:26.863000,1.0,MEDIUM,3.0,True,0 days 00:00:30.541000,0 days 00:00:18.252000,0 days 00:00:38.070000,True,,,1,Australian Grand Prix,86.863,30.541,18.252,38.07
NOR,1,4.0,0 days 00:01:25.857000,1.0,MEDIUM,4.0,True,0 days 00:00:30.190000,0 days 00:00:18.193000,0 days 00:00:37.474000,True,,,1,Australian Grand Prix,85.857,30.19,18.193,37.474
NOR,1,5.0,0 days 00:01:25.573000,1.0,MEDIUM,5.0,True,0 days 00:00:29.930000,0 days 00:00:17.868000,0 days 00:00:37.775000,True,,,1,Australian Grand Prix,85.573,29.93,17.868,37.775
NOR,1,6.0,0 days 00:01:25.036000,1.0,MEDIUM,6.0,True,0 days 00:00:30.025000,0 days 00:00:17.829000,0 days 00:00:37.182000,True,,,1,Australian Grand Prix,85.036,30.025,17.829,37.182
NOR,1,7.0,0 days 00:01:24.978000,1.0,MEDIUM,7.0,True,0 days 00:00:30.067000,0 days 00:00:17.764000,0 days 00:00:37.147000,True,,,1,Australian Grand Prix,84.978,30.067,17.764,37.147
NOR,1,8.0,0 days 00:01:25.299000,1.0,MEDIUM,8.0,True,0 days 00:00:30.191000,0 days 00:00:17.970000,0 days 00:00:37.138000,True,,,1,Australian Grand Prix,85.299,30.191,17.97,37.138
NOR,1,9.0,0 days 00:01:25.639000,1.0,MEDIUM,9.0,True,0 days 00:00:30.135000,0 days 00:00:17.770000,0 days 00:00:37.734000,True,,,1,Australian Grand Prix,85.639,30.135,17.77,37.734
NOR,1,10.0,0 days 00:01:25.295000,1.0,MEDIUM,10.0,True,0 days 00:00:30.117000,0 days 00:00:17.924000,0 days 00:00:37.254000,True,,,1,Australian Grand Prix,85.295,30.117,17.924,37.254
NOR,1,11.0,0 days 00:01:43.391000,1.0,MEDIUM,11.0,True,0 days 00:00:30.117000,0 days 00:00:17.987000,0 days 00:00:55.287000,False,,0 days 01:18:15.593000,1,Australian Grand Prix,103.391,30.117,17.987,55.287
NOR,1,12.0,0 days 00:01:58.075000,2.0,HARD,1.0,True,0 days 00:00:44.892000,0 days 00:00:27.737000,0 days 00:00:45.446000,False,0 days 01:18:34.141000,,1,Australian Grand Prix,118.075,44.892,27.737,45.446
NOR,1,13.0,0 days 00:01:51.932000,2.0,HARD,2.0,True,0 days 00:00:41.529000,0 days 00:00:27.589000,0 days 00:00:42.814000,False,,,1,Australian Grand Prix,111.932,41.529,27.589,42.814
NOR,1,14.0,0 days 00:01:24.233000,2.0,HARD,3.0,True,0 days 00:00:29.882000,0 days 00:00:17.870000,0 days 00:00:36.481000,True,,,1,Australian Grand Prix,84.233,29.882,17.87,36.481
NOR,1,15.0,0 days 00:01:23.784000,2.0,HARD,4.0,True,0 days 00:00:29.402000,0 days 00:00:17.899000,0 days 00:00:36.483000,True,,,1,Australian Grand Prix,83.784,29.402,17.899,36.483
NOR,1,16.0,0 days 00:01:23.912000,2.0,HARD,5.0,True,0 days 00:00:29.524000,0 days 00:00:17.919000,0 days 00:00:36.469000,True,,,1,Australian Grand Prix,83.912,29.524,17.919,36.469
NOR,1,17.0,0 days 00:01:24.053000,2.0,HARD,6.0,True,0 days 00:00:29.442000,0 days 00:00:18.015000,0 days 00:00:36.596000,True,,,1,Australian Grand Prix,84.053,29.442,18.015,36.596
NOR,1,18.0,0 days 00:01:35.404000,2.0,HARD,7.0,True,0 days 00:00:29.758000,0 days 00:00:17.788000,0 days 00:00:47.858000,False,,,1,Australian Grand Prix,95.404,29.758,17.788,47.858
NOR,1,19.0,0 days 00:01:56.070000,2.0,HARD,8.0,True,0 days 00:00:42.456000,0 days 00:00:22.738000,0 days 00:00:50.876000,False,,,1,Australian Grand Prix,116.07,42.456,22.738,50.876
NOR,1,20.0,0 days 00:01:25.774000,2.0,HARD,9.0,True,0 days 00:00:30.612000,0 days 00:00:18.630000,0 days 00:00:36.532000,False,,,1,Australian Grand Prix,85.774,30.612,18.63,36.532
NOR,1,21.0,0 days 00:01:23.972000,2.0,HARD,10.0,True,0 days 00:00:29.499000,0 days 00:00:18.129000,0 days 00:00:36.344000,True,,,1,Australian Grand Prix,83.972,29.499,18.129,36.344
NOR,1,22.0,0 days 00:01:23.687000,2.0,HARD,11.0,True,0 days 00:00:29.317000,0 days 00:00:17.999000,0 days 00:00:36.371000,True,,,1,Australian Grand Prix,83.687,29.317,17.999,36.371
NOR,1,23.0,0 days 00:01:23.534000,2.0,HARD,12.0,True,0 days 00:00:29.254000,0 days 00:00:17.992000,0 days 00:00:36.288000,True,,,1,Australian Grand Prix,83.534,29.254,17.992,36.288
NOR,1,24.0,0 days 00:01:23.394000,2.0,HARD,13.0,True,0 days 00:00:29.302000,0 days 00:00:17.929000,0 days 00:00:36.163000,True,,,1,Australian Grand Prix,83.394,29.302,17.929,36.163
NOR,1,25.0,0 days 00:01:23.500000,2.0,HARD,14.0,True,0 days 00:00:29.373000,0 days 00:00:17.925000,0 days 00:00:36.202000,True,,,1,Australian Grand Prix,83.5,29.373,17.925,36.202
NOR,1,26.0,0 days 00:01:23.403000,2.0,HARD,15.0,True,0 days 00:00:29.350000,0 days 00:00:17.894000,0 days 00:00:36.159000,True,,,1,Australian Grand Prix,83.403,29.35,17.894,36.159
NOR,1,27.0,0 days 00:01:23.896000,2.0,HARD,16.0,True,0 days 00:00:29.426000,0 days 00:00:18.011000,0 days 00:00:36.459000,True,,,1,Australian Grand Prix,83.896,29.426,18.011,36.459
NOR,1,28.0,0 days 00:01:24.040000,2.0,HARD,17.0,True,0 days 00:00:29.538000,0 days 00:00:17.988000,0 days 00:00:36.514000,True,,,1,Australian Grand Prix,84.04,29.538,17.988,36.514
NOR,1,29.0,0 days 00:01:24.080000,2.0,HARD,18.0,True,0 days 00:00:29.692000,0 days 00:00:17.992000,0 days 00:00:36.396000,True,,,1,Australian Grand Prix,84.08,29.692,17.992,36.396
NOR,1,30.0,0 days 00:01:23.961000,2.0,HARD,19.0,True,0 days 00:00:29.515000,0 days 00:00:17.966000,0 days 00:00:36.480000,True,,,1,Australian Grand Prix,83.961,29.515,17.966,36.48
NOR,1,31.0,0 days 00:01:24.094000,2.0,HARD,20.0,True,0 days 00:00:29.604000,0 days 00:00:17.958000,0 days 00:00:36.532000,True,,,1,Australian Grand Prix,84.094,29.604,17.958,36.532
NOR,1,32.0,0 days 00:01:24.075000,2.0,HARD,21.0,True,0 days 00:00:29.481000,0 days 00:00:17.980000,0 days 00:00:36.614000,True,,,1,Australian Grand Prix,84.075,29.481,17.98,36.614
NOR,1,33.0,0 days 00:01:24.790000,2.0,HARD,22.0,True,0 days 00:00:30.039000,0 days 00:00:18.027000,0 days 00:00:36.724000,True,,,1,Australian Grand Prix,84.79,30.039,18.027,36.724
NOR,1,34.0,0 days 00:01:52.732000,2.0,HARD,23.0,True,0 days 00:00:39.736000,0 days 00:00:22.345000,0 days 00:00:50.651000,False,,0 days 01:52:42.584000,1,Australian Grand Prix,112.732,39.736,22.345,50.651
NOR,1,35.0,0 days 00:01:29.434000,3.0,MEDIUM,1.0,True,0 days 00:00:34.977000,0 days 00:00:17.783000,0 days 00:00:36.674000,False,0 days 01:53:00.323000,,1,Australian Grand Prix,89.434,34.977,17.783,36.674
NOR,1,36.0,0 days 00:01:23.324000,3.0,MEDIUM,2.0,True,0 days 00:00:29.282000,0 days 00:00:17.819000,0 days 00:00:36.223000,True,,,1,Australian Grand Prix,83.324,29.282,17.819,36.223
NOR,1,37.0,0 days 00:01:23.448000,3.0,MEDIUM,3.0,True,0 days 00:00:29.399000,0 days 00:00:17.652000,0 days 00:00:36.397000,True,,,1,Australian Grand Prix,83.448,29.399,17.652,36.397
NOR,1,38.0,0 days 00:01:23.423000,3.0,MEDIUM,4.0,True,0 days 00:00:29.202000,0 days 00:00:17.867000,0 days 00:00:36.354000,True,,,1,Australian Grand Prix,83.423,29.202,17.867,36.354
NOR,1,39.0,0 days 00:01:24.001000,3.0,MEDIUM,5.0,True,0 days 00:00:29.482000,0 days 00:00:18.144000,0 days 00:00:36.375000,True,,,1,Australian Grand Prix,84.001,29.482,18.144,36.375
NOR,1,40.0,0 days 00:01:23.397000,3.0,MEDIUM,6.0,True,0 days 00:00:29.188000,0 days 00:00:17.861000,0 days 00:00:36.348000,True,,,1,Australian Grand Prix,83.397,29.188,17.861,36.348
NOR,1,41.0,0 days 00:01:23.762000,3.0,MEDIUM,7.0,True,0 days 00:00:29.481000,0 days 00:00:18,0 days 00:00:36.281000,True,,,1,Australian Grand Prix,83.762,29.481,18.0,36.281
NOR,1,42.0,0 days 00:01:23.347000,3.0,MEDIUM,8.0,True,0 days 00:00:29.334000,0 days 00:00:17.955000,0 days 00:00:36.058000,True,,,1,Australian Grand Prix,83.347,29.334,17.955,36.058
NOR,1,43.0,0 days 00:01:23.286000,3.0,MEDIUM,9.0,True,0 days 00:00:29.377000,0 days 00:00:17.865000,0 days 00:00:36.044000,True,,,1,Australian Grand Prix,83.286,29.377,17.865,36.044
NOR,1,44.0,0 days 00:01:23.192000,3.0,MEDIUM,10.0,True,0 days 00:00:29.308000,0 days 00:00:17.809000,0 days 00:00:36.075000,True,,,1,Australian Grand Prix,83.192,29.308,17.809,36.075
NOR,1,45.0,0 days 00:01:22.886000,3.0,MEDIUM,11.0,True,0 days 00:00:29.236000,0 days 00:00:17.800000,0 days 00:00:35.850000,True,,,1,Australian Grand Prix,82.886,29.236,17.8,35.85
NOR,1,46.0,0 days 00:01:22.908000,3.0,MEDIUM,12.0,True,0 days 00:00:29.050000,0 days 00:00:17.644000,0 days 00:00:36.214000,True,,,1,Australian Grand Prix,82.908,29.05,17.644,36.214
NOR,1,47.0,0 days 00:01:22.778000,3.0,MEDIUM,13.0,True,0 days 00:00:29.083000,0 days 00:00:17.798000,0 days 00:00:35.897000,True,,,1,Australian Grand Prix,82.778,29.083,17.798,35.897
NOR,1,48.0,0 days 00:01:22.953000,3.0,MEDIUM,14.0,True,0 days 00:00:29.106000,0 days 00:00:17.743000,0 days 00:00:36.104000,True,,,1,Australian Grand Prix,82.953,29.106,17.743,36.104
NOR,1,49.0,0 days 00:01:22.804000,3.0,MEDIUM,15.0,True,0 days 00:00:29.043000,0 days 00:00:17.880000,0 days 00:00:35.881000,True,,,1,Australian Grand Prix,82.804,29.043,17.88,35.881
NOR,1,50.0,0 days 00:01:22.763000,3.0,MEDIUM,16.0,True,0 days 00:00:29.057000,0 days 00:00:17.845000,0 days 00:00:35.861000,True,,,1,Australian Grand Prix,82.763,29.057,17.845,35.861
NOR,1,51.0,0 days 00:01:22.598000,3.0,MEDIUM,17.0,True,0 days 00:00:29.032000,0 days 00:00:17.854000,0 days 00:00:35.712000,True,,,1,Australian Grand Prix,82.598,29.032,17.854,35.712
NOR,1,52.0,0 days 00:01:22.784000,3.0,MEDIUM,18.0,True,0 days 00:00:29.077000,0 days 00:00:17.781000,0 days 00:00:35.926000,True,,,1,Australian Grand Prix,82.784,29.077,17.781,35.926
NOR,1,53.0,0 days 00:01:22.358000,3.0,MEDIUM,19.0,True,0 days 00:00:28.979000,0 days 00:00:17.780000,0 days 00:00:35.599000,True,,,1,Australian Grand Prix,82.358,28.979,17.78,35.599
NOR,1,54.0,0 days 00:01:22.796000,3.0,MEDIUM,20.0,True,0 days 00:00:29.006000,0 days 00:00:17.779000,0 days 00:00:36.011000,True,,,1,Australian Grand Prix,82.796,29.006,17.779,36.011
NOR,1,55.0,0 days 00:01:22.867000,3.0,MEDIUM,21.0,True,0 days 00:00:29.076000,0 days 00:00:17.822000,0 days 00:00:35.969000,True,,,1,Australian Grand Prix,82.867,29.076,17.822,35.969
NOR,1,56.0,0 days 00:01:22.843000,3.0,MEDIUM,22.0,True,0 days 00:00:29.096000,0 days 00:00:17.831000,0 days 00:00:35.916000,True,,,1,Australian Grand Prix,82.843,29.096,17.831,35.916
NOR,1,57.0,0 days 00:01:23.416000,3.0,MEDIUM,23.0,True,0 days 00:00:29.563000,0 days 00:00:17.762000,0 days 00:00:36.091000,True,,,1,Australian Grand Prix,83.416,29.563,17.762,36.091
NOR,1,58.0,0 days 00:01:23.046000,3.0,MEDIUM,24.0,True,0 days 00:00:29.171000,0 days 00:00:17.845000,0 days 00:00:36.030000,True,,,1,Australian Grand Prix,83.046,29.171,17.845,36.03
GAS,10,1.0,0 days 00:01:37.980000,1.0,MEDIUM,1.0,True,,0 days 00:00:18.682000,0 days 00:00:38.910000,False,,,1,Australian Grand Prix,97.98,,18.682,38.91
GAS,10,2.0,0 days 00:01:27.281000,1.0,MEDIUM,2.0,True,0 days 00:00:31.136000,0 days 00:00:17.996000,0 days 00:00:38.149000,True,,,1,Australian Grand Prix,87.281,31.136,17.996,38.149
GAS,10,3.0,0 days 00:01:26.371000,1.0,MEDIUM,3.0,True,0 days 00:00:30.613000,0 days 00:00:17.818000,0 days 00:00:37.940000,True,,,1,Australian Grand Prix,86.371,30.613,17.818,37.94
GAS,10,4.0,0 days 00:01:25.894000,1.0,MEDIUM,4.0,True,0 days 00:00:30.427000,0 days 00:00:17.771000,0 days 00:00:37.696000,True,,,1,Australian Grand Prix,85.894,30.427,17.771,37.696
GAS,10,5.0,0 days 00:01:27.040000,1.0,MEDIUM,5.0,True,0 days 00:00:30.983000,0 days 00:00:17.647000,0 days 00:00:38.410000,True,,,1,Australian Grand Prix,87.04,30.983,17.647,38.41
GAS,10,6.0,0 days 00:01:25.989000,1.0,MEDIUM,6.0,True,0 days 00:00:30.696000,0 days 00:00:17.800000,0 days 00:00:37.493000,True,,,1,Australian Grand Prix,85.989,30.696,17.8,37.493
GAS,10,7.0,0 days 00:01:25.079000,1.0,MEDIUM,7.0,True,0 days 00:00:29.873000,0 days 00:00:17.815000,0 days 00:00:37.391000,True,,,1,Australian Grand Prix,85.079,29.873,17.815,37.391
GAS,10,8.0,0 days 00:01:24.964000,1.0,MEDIUM,8.0,True,0 days 00:00:29.969000,0 days 00:00:17.697000,0 days 00:00:37.298000,True,,,1,Australian Grand Prix,84.964,29.969,17.697,37.298
GAS,10,9.0,0 days 00:01:25.441000,1.0,MEDIUM,9.0,True,0 days 00:00:30.052000,0 days 00:00:17.651000,0 days 00:00:37.738000,True,,,1,Australian Grand Prix,85.441,30.052,17.651,37.738
GAS,10,10.0,0 days 00:01:26.669000,1.0,MEDIUM,10.0,True,0 days 00:00:30.475000,0 days 00:00:17.800000,0 days 00:00:38.394000,True,,,1,Australian Grand Prix,86.669,30.475,17.8,38.394
GAS,10,11.0,0 days 00:01:44.821000,1.0,MEDIUM,11.0,True,0 days 00:00:30.082000,0 days 00:00:17.797000,0 days 00:00:56.942000,False,,0 days 01:18:21.012000,1,Australian Grand Prix,104.821,30.082,17.797,56.942
GAS,10,12.0,0 days 00:01:58.072000,2.0,HARD,1.0,True,0 days 00:00:42.291000,0 days 00:00:29.532000,0 days 00:00:46.249000,False,0 days 01:18:39.918000,,1,Australian Grand Prix,118.072,42.291,29.532,46.249
GAS,10,13.0,0 days 00:01:51.634000,2.0,HARD,2.0,True,0 days 00:00:40.653000,0 days 00:00:30.489000,0 days 00:00:40.492000,False,,,1,Australian Grand Prix,111.634,40.653,30.489,40.492
GAS,10,14.0,0 days 00:01:25.748000,2.0,HARD,3.0,True,0 days 00:00:30.752000,0 days 00:00:17.982000,0 days 00:00:37.014000,True,,,1,Australian Grand Prix,85.748,30.752,17.982,37.014
GAS,10,15.0,0 days 00:01:24.823000,2.0,HARD,4.0,True,0 days 00:00:29.928000,0 days 00:00:17.954000,0 days 00:00:36.941000,True,,,1,Australian Grand Prix,84.823,29.928,17.954,36.941
GAS,10,16.0,0 days 00:01:24.690000,2.0,HARD,5.0,True,0 days 00:00:29.817000,0 days 00:00:17.810000,0 days 00:00:37.063000,True,,,1,Australian Grand Prix,84.69,29.817,17.81,37.063
GAS,10,17.0,0 days 00:01:25.203000,2.0,HARD,6.0,True,0 days 00:00:29.868000,0 days 00:00:17.693000,0 days 00:00:37.642000,True,,,1,Australian Grand Prix,85.203,29.868,17.693,37.642
GAS,10,18.0,0 days 00:01:41.225000,2.0,HARD,7.0,True,0 days 00:00:30.704000,0 days 00:00:25.668000,0 days 00:00:44.853000,False,,,1,Australian Grand Prix,101.225,30.704,25.668,44.853
GAS,10,19.0,0 days 00:01:52.950000,2.0,HARD,8.0,True,0 days 00:00:41.395000,0 days 00:00:25.752000,0 days 00:00:45.803000,False,,,1,Australian Grand Prix,112.95,41.395,25.752,45.803
GAS,10,20.0,0 days 00:01:26.578000,2.0,HARD,9.0,True,0 days 00:00:31.057000,0 days 00:00:17.719000,0 days 00:00:37.802000,True,,,1,Australian Grand Prix,86.578,31.057,17.719,37.802
GAS,10,21.0,0 days 00:01:25.678000,2.0,HARD,10.0,True,0 days 00:00:30.591000,0 days 00:00:17.995000,0 days 00:00:37.092000,True,,,1,Australian Grand Prix,85.678,30.591,17.995,37.092
GAS,10,22.0,0 days 00:01:24.586000,2.0,HARD,11.0,True,0 days 00:00:29.740000,0 days 00:00:17.913000,0 days 00:00:36.933000,True,,,1,Australian Grand Prix,84.586,29.74,17.913,36.933
GAS,10,23.0,0 days 00:01:24.499000,2.0,HARD,12.0,True,0 days 00:00:29.633000,0 days 00:00:17.823000,0 days 00:00:37.043000,True,,,1,Australian Grand Prix,84.499,29.633,17.823,37.043
GAS,10,24.0,0 days 00:01:24.852000,2.0,HARD,13.0,True,0 days 00:00:30.053000,0 days 00:00:17.852000,0 days 00:00:36.947000,True,,,1,Australian Grand Prix,84.852,30.053,17.852,36.947
GAS,10,25.0,0 days 00:01:24.540000,2.0,HARD,14.0,True,0 days 00:00:29.816000,0 days 00:00:17.886000,0 days 00:00:36.838000,True,,,1,Australian Grand Prix,84.54,29.816,17.886,36.838
GAS,10,26.0,0 days 00:01:24.771000,2.0,HARD,15.0,True,0 days 00:00:29.940000,0 days 00:00:17.957000,0 days 00:00:36.874000,True,,,1,Australian Grand Prix,84.771,29.94,17.957,36.874
GAS,10,27.0,0 days 00:01:24.661000,2.0,HARD,16.0,True,0 days 00:00:29.680000,0 days 00:00:17.895000,0 days 00:00:37.086000,True,,,1,Australian Grand Prix,84.661,29.68,17.895,37.086
GAS,10,28.0,0 days 00:01:24.795000,2.0,HARD,17.0,True,0 days 00:00:29.776000,0 days 00:00:17.975000,0 days 00:00:37.044000,True,,,1,Australian Grand Prix,84.795,29.776,17.975,37.044
GAS,10,29.0,0 days 00:01:25.096000,2.0,HARD,18.0,True,0 days 00:00:29.838000,0 days 00:00:18.010000,0 days 00:00:37.248000,True,,,1,Australian Grand Prix,85.096,29.838,18.01,37.248
GAS,10,30.0,0 days 00:01:25.242000,2.0,HARD,19.0,True,0 days 00:00:30.259000,0 days 00:00:17.917000,0 days 00:00:37.066000,True,,,1,Australian Grand Prix,85.242,30.259,17.917,37.066
GAS,10,31.0,0 days 00:01:25.271000,2.0,HARD,20.0,True,0 days 00:00:30.213000,0 days 00:00:17.873000,0 days 00:00:37.185000,True,,,1,Australian Grand Prix,85.271,30.213,17.873,37.185
GAS,10,32.0,0 days 00:01:25.202000,2.0,HARD,21.0,True,0 days 00:00:30.200000,0 days 00:00:17.946000,0 days 00:00:37.056000,True,,,1,Australian Grand Prix,85.202,30.2,17.946,37.056
GAS,10,33.0,0 days 00:01:32.276000,2.0,HARD,22.0,True,0 days 00:00:30.216000,0 days 00:00:18.086000,0 days 00:00:43.974000,False,,,1,Australian Grand Prix,92.276,30.216,18.086,43.974
GAS,10,34.0,0 days 00:01:31.244000,2.0,HARD,23.0,True,0 days 00:00:35.755000,0 days 00:00:18.140000,0 days 00:00:37.349000,False,,,1,Australian Grand Prix,91.244,35.755,18.14,37.349
GAS,10,35.0,0 days 00:01:25.029000,2.0,HARD,24.0,True,0 days 00:00:30.064000,0 days 00:00:17.915000,0 days 00:00:37.050000,True,,,1,Australian Grand Prix,85.029,30.064,17.915,37.05
GAS,10,36.0,0 days 00:01:25.177000,2.0,HARD,25.0,True,0 days 00:00:29.890000,0 days 00:00:17.876000,0 days 00:00:37.411000,True,,,1,Australian Grand Prix,85.177,29.89,17.876,37.411
GAS,10,37.0,0 days 00:01:26.333000,2.0,HARD,26.0,True,0 days 00:00:30.147000,0 days 00:00:18.019000,0 days 00:00:38.167000,True,,,1,Australian Grand Prix,86.333,30.147,18.019,38.167
GAS,10,38.0,0 days 00:01:26.094000,2.0,HARD,27.0,True,0 days 00:00:30.547000,0 days 00:00:17.760000,0 days 00:00:37.787000,True,,,1,Australian Grand Prix,86.094,30.547,17.76,37.787
GAS,10,39.0,0 days 00:01:25.265000,2.0,HARD,28.0,True,0 days 00:00:30.113000,0 days 00:00:17.989000,0 days 00:00:37.163000,True,,,1,Australian Grand Prix,85.265,30.113,17.989,37.163
GAS,10,40.0,0 days 00:01:26.132000,2.0,HARD,29.0,True,0 days 00:00:30.738000,0 days 00:00:17.773000,0 days 00:00:37.621000,True,,,1,Australian Grand Prix,86.132,30.738,17.773,37.621
GAS,10,41.0,0 days 00:01:25.319000,2.0,HARD,30.0,True,0 days 00:00:30.039000,0 days 00:00:17.873000,0 days 00:00:37.407000,True,,,1,Australian Grand Prix,85.319,30.039,17.873,37.407
GAS,10,42.0,0 days 00:01:24.879000,2.0,HARD,31.0,True,0 days 00:00:29.776000,0 days 00:00:17.899000,0 days 00:00:37.204000,True,,,1,Australian Grand Prix,84.879,29.776,17.899,37.204
GAS,10,43.0,0 days 00:01:24.977000,2.0,HARD,32.0,True,0 days 00:00:30.015000,0 days 00:00:17.902000,0 days 00:00:37.060000,True,,,1,Australian Grand Prix,84.977,30.015,17.902,37.06
GAS,10,44.0,0 days 00:01:25.028000,2.0,HARD,33.0,True,0 days 00:00:29.992000,0 days 00:00:17.897000,0 days 00:00:37.139000,True,,,1,Australian Grand Prix,85.028,29.992,17.897,37.139
GAS,10,45.0,0 days 00:01:27.175000,2.0,HARD,34.0,True,0 days 00:00:30.630000,0 days 00:00:18.626000,0 days 00:00:37.919000,True,,,1,Australian Grand Prix,87.175,30.63,18.626,37.919
GAS,10,46.0,0 days 00:01:25.353000,2.0,HARD,35.0,True,0 days 00:00:30.097000,0 days 00:00:17.911000,0 days 00:00:37.345000,True,,,1,Australian Grand Prix,85.353,30.097,17.911,37.345
GAS,10,47.0,0 days 00:01:26.497000,2.0,HARD,36.0,True,0 days 00:00:29.971000,0 days 00:00:18.379000,0 days 00:00:38.147000,True,,,1,Australian Grand Prix,86.497,29.971,18.379,38.147
GAS,10,48.0,0 days 00:01:24.982000,2.0,HARD,37.0,True,0 days 00:00:29.911000,0 days 00:00:17.794000,0 days 00:00:37.277000,True,,,1,Australian Grand Prix,84.982,29.911,17.794,37.277
GAS,10,49.0,0 days 00:01:25.281000,2.0,HARD,38.0,True,0 days 00:00:30.100000,0 days 00:00:17.949000,0 days 00:00:37.232000,True,,,1,Australian Grand Prix,85.281,30.1,17.949,37.232
GAS,10,50.0,0 days 00:01:24.927000,2.0,HARD,39.0,True,0 days 00:00:30.004000,0 days 00:00:17.925000,0 days 00:00:36.998000,True,,,1,Australian Grand Prix,84.927,30.004,17.925,36.998
GAS,10,51.0,0 days 00:01:26.460000,2.0,HARD,40.0,True,0 days 00:00:30.170000,0 days 00:00:18.244000,0 days 00:00:38.046000,True,,,1,Australian Grand Prix,86.46,30.17,18.244,38.046
GAS,10,52.0,0 days 00:01:26.527000,2.0,HARD,41.0,True,0 days 00:00:31.448000,0 days 00:00:17.854000,0 days 00:00:37.225000,True,,,1,Australian Grand Prix,86.527,31.448,17.854,37.225
GAS,10,53.0,0 days 00:01:24.790000,2.0,HARD,42.0,True,0 days 00:00:29.893000,0 days 00:00:17.911000,0 days 00:00:36.986000,True,,,1,Australian Grand Prix,84.79,29.893,17.911,36.986
GAS,10,54.0,0 days 00:01:24.520000,2.0,HARD,43.0,True,0 days 00:00:29.789000,0 days 00:00:17.954000,0 days 00:00:36.777000,True,,,1,Australian Grand Prix,84.52,29.789,17.954,36.777
GAS,10,55.0,0 days 00:01:24.595000,2.0,HARD,44.0,True,0 days 00:00:29.659000,0 days 00:00:17.851000,0 days 00:00:37.085000,True,,,1,Australian Grand Prix,84.595,29.659,17.851,37.085
GAS,10,56.0,0 days 00:01:24.486000,2.0,HARD,45.0,True,0 days 00:00:29.844000,0 days 00:00:17.894000,0 days 00:00:36.748000,True,,,1,Australian Grand Prix,84.486,29.844,17.894,36.748
GAS,10,57.0,0 days 00:01:24.837000,2.0,HARD,46.0,True,0 days 00:00:29.814000,0 days 00:00:17.848000,0 days 00:00:37.175000,True,,,1,Australian Grand Prix,84.837,29.814,17.848,37.175
PER,11,1.0,0 days 00:01:42.557000,1.0,MEDIUM,1.0,True,,0 days 00:00:19.226000,0 days 00:00:40.448000,False,,,1,Australian Grand Prix,102.557,,19.226,40.448
PER,11,2.0,0 days 00:01:28.763000,1.0,MEDIUM,2.0,True,0 days 00:00:31.753000,0 days 00:00:18.188000,0 days 00:00:38.822000,True,,,1,Australian Grand Prix,88.763,31.753,18.188,38.822
PER,11,3.0,0 days 00:01:28.094000,1.0,MEDIUM,3.0,True,0 days 00:00:31.672000,0 days 00:00:18.037000,0 days 00:00:38.385000,True,,,1,Australian Grand Prix,88.094,31.672,18.037,38.385
PER,11,4.0,0 days 00:01:27.222000,1.0,MEDIUM,4.0,True,0 days 00:00:30.827000,0 days 00:00:18.195000,0 days 00:00:38.200000,True,,,1,Australian Grand Prix,87.222,30.827,18.195,38.2
PER,11,5.0,0 days 00:01:28.025000,1.0,MEDIUM,5.0,True,0 days 00:00:31.295000,0 days 00:00:18.506000,0 days 00:00:38.224000,True,,,1,Australian Grand Prix,88.025,31.295,18.506,38.224
PER,11,6.0,0 days 00:01:27.595000,1.0,MEDIUM,6.0,True,0 days 00:00:31.178000,0 days 00:00:18.288000,0 days 00:00:38.129000,True,,,1,Australian Grand Prix,87.595,31.178,18.288,38.129
PER,11,7.0,0 days 00:01:27.625000,1.0,MEDIUM,7.0,True,0 days 00:00:31.003000,0 days 00:00:18.300000,0 days 00:00:38.322000,True,,,1,Australian Grand Prix,87.625,31.003,18.3,38.322
PER,11,8.0,0 days 00:01:27.184000,1.0,MEDIUM,8.0,True,0 days 00:00:30.946000,0 days 00:00:18.193000,0 days 00:00:38.045000,True,,,1,Australian Grand Prix,87.184,30.946,18.193,38.045
PER,11,9.0,0 days 00:01:27.050000,1.0,MEDIUM,9.0,True,0 days 00:00:30.807000,0 days 00:00:18.233000,0 days 00:00:38.010000,True,,,1,Australian Grand Prix,87.05,30.807,18.233,38.01
PER,11,10.0,0 days 00:01:27.595000,1.0,MEDIUM,10.0,True,0 days 00:00:30.981000,0 days 00:00:18.397000,0 days 00:00:38.217000,True,,,1,Australian Grand Prix,87.595,30.981,18.397,38.217
PER,11,11.0,0 days 00:01:37.875000,1.0,MEDIUM,11.0,True,0 days 00:00:31.102000,0 days 00:00:18.422000,0 days 00:00:48.351000,False,,,1,Australian Grand Prix,97.875,31.102,18.422,48.351
